date,value
2013-01-01,21.8278988228
2014-01-01,21.790736325
2015-01-01,21.8608003358
2016-01-01,19.8884366324
2017-01-01,20.4223534833
2018-01-01,22.6455166321
2019-01-01,27.3917862804
2020-01-01,28.9973326325
2021-01-01,33.5086821943
2022-01-01,40.4720793497
2023-01-01,44.7263575295
2024-01-01,46.2763825562
