date,value
1992-01-01,1356661.0
1997-01-01,2192325.0
2002-01-01,1925091.0
2003-01-01,1273408.0
2004-01-01,1207365.0
2005-01-01,1100613.0
2006-01-01,1020631.0
2007-01-01,1130149.0
2008-01-01,1555391.0
2009-01-01,1327704.0
2010-01-01,2197918.0
2011-01-01,1923196.0
2012-01-01,1392876.0
2013-01-01,1658532.0
2014-01-01,2296143.0
2015-01-01,2077321.0
2016-01-01,1064993.0
2017-01-01,1074049.0
2018-01-01,2429502.0
2019-01-01,2011007.0
2020-01-01,1098368.0
2021-01-01,693292.0
2022-01-01,1186249.0
