date,value
1960-01-01,450.776317102259
1961-01-01,371.395176462235
1962-01-01,312.43541024174
1963-01-01,364.743594141305
1964-01-01,435.763463220837
1965-01-01,450.049782719552
1966-01-01,444.623111980641
1967-01-01,453.645285895565
1968-01-01,445.227989157148
1969-01-01,520.843984636492
1970-01-01,465.040319805007
1971-01-01,434.415880347799
1972-01-01,487.972047217986
1973-01-01,578.954930783286
1974-01-01,953.846558260516
1975-01-01,1086.17615086517
1976-01-01,1241.91098461141
1977-01-01,1464.94058354719
1978-01-01,1541.13760425322
1979-01-01,1783.29280581578
1980-01-01,2189.78417657382
1981-01-01,2600.57152797996
1982-01-01,2314.38354547989
1983-01-01,1940.23393200801
1984-01-01,1863.68213493779
1985-01-01,1841.77905481426
1986-01-01,1604.24698102055
1987-01-01,1426.01629151663
1988-01-01,1303.77906073184
1989-01-01,1356.28045636224
1990-01-01,1455.00748510871
1991-01-01,1587.36049996672
1992-01-01,1655.44613192632
1993-01-01,1697.88884141445
1994-01-01,1996.85894789444
1995-01-01,2108.00698245316
1996-01-01,2135.8479374308
1997-01-01,2340.76600026857
1998-01-01,2284.01572847769
1999-01-01,1575.30234730971
2000-01-01,1382.23421759909
2001-01-01,1791.30359685037
2002-01-01,2059.1585535974
2003-01-01,2315.62215223014
2004-01-01,2586.20914663347
2005-01-01,2909.02606014388
2006-01-01,3243.67010359339
2007-01-01,3478.92488770671
2008-01-01,4194.75750661981
2009-01-01,4053.36331139298
2010-01-01,4520.30959039763
2011-01-01,5153.6916424375
2012-01-01,5634.08393191094
2013-01-01,6109.29031510341
2014-01-01,6405.79979300441
2015-01-01,5976.1596805651
2016-01-01,5917.63771271481
2017-01-01,6233.32244797718
2018-01-01,6303.91886658338
2019-01-01,6205.05765246766
2020-01-01,5463.64515348598
2021-01-01,6061.32350181711
2022-01-01,6515.58528418336
2023-01-01,6737.84748379638
2024-01-01,6874.705739766
