date,value
1960-01-01,4.59652603383526
1961-01-01,4.5234863883959
1962-01-01,4.44823125126755
1963-01-01,4.37337949349578
1964-01-01,4.30181606775098
1965-01-01,4.23418300617859
1966-01-01,4.17066232093223
1967-01-01,4.11198499926498
1968-01-01,4.05726730244318
1969-01-01,4.00473688363632
1970-01-01,3.95512906012246
1971-01-01,3.90836699762084
1972-01-01,3.86327441394853
1973-01-01,3.82245937929348
1974-01-01,3.78633020034118
1975-01-01,3.75184885668185
1976-01-01,3.72011711109217
1977-01-01,3.69586408282171
1978-01-01,3.67850125262291
1979-01-01,3.66145171092894
1980-01-01,3.64233994707488
1981-01-01,3.62240682205961
1982-01-01,3.60151881873783
1983-01-01,3.5809620982267
1984-01-01,3.56444375192704
1985-01-01,3.55466699158166
1986-01-01,3.55388195136852
1987-01-01,3.56338259543293
1988-01-01,3.58238833380824
1989-01-01,3.61743657299481
1990-01-01,3.67493810433073
1991-01-01,3.75534676607695
1992-01-01,3.8487245459854
1993-01-01,3.94915886054081
1994-01-01,4.05900460570636
1995-01-01,4.17327030650796
1996-01-01,4.28928258477441
1997-01-01,4.40579691353091
1998-01-01,4.51612250227723
1999-01-01,4.6159005901388
2000-01-01,4.70853356421724
2001-01-01,4.80115373707651
2002-01-01,4.89906284383755
2003-01-01,5.00275737792559
2004-01-01,5.11185067877343
2005-01-01,5.22264923584423
2006-01-01,5.33269549556598
2007-01-01,5.44564422927211
2008-01-01,5.57029310570471
2009-01-01,5.70494466309066
2010-01-01,5.84280241790392
2011-01-01,5.97546956519271
2012-01-01,6.10744060856165
2013-01-01,6.26391164365569
2014-01-01,6.44847191551272
2015-01-01,6.63997639280165
2016-01-01,6.82568946634407
2017-01-01,7.00392693239207
2018-01-01,7.19452567257434
2019-01-01,7.40791180679909
2020-01-01,7.56175266539115
2021-01-01,7.67036612479336
2022-01-01,7.85040162653543
2023-01-01,8.09288255232192
2024-01-01,8.34399866229053
