date,value
1992-01-01,258.0
1997-01-01,369.0
2002-01-01,497.0
2003-01-01,503.0
2004-01-01,504.0
2005-01-01,575.0
2006-01-01,630.0
2007-01-01,644.0
2008-01-01,723.0
2009-01-01,740.0
2010-01-01,841.0
2011-01-01,914.0
2012-01-01,956.0
2013-01-01,1024.0
2014-01-01,984.0
2015-01-01,856.0
2016-01-01,747.0
2017-01-01,754.0
2018-01-01,873.0
2019-01-01,887.0
2020-01-01,758.0
2021-01-01,836.0
2022-01-01,894.0
