date,value
1992-01-01,64.0
1997-01-01,96.0
2002-01-01,110.0
2003-01-01,113.0
2004-01-01,136.0
2005-01-01,141.0
2006-01-01,128.0
2007-01-01,153.0
2008-01-01,168.0
2009-01-01,178.0
2010-01-01,195.0
2011-01-01,220.0
2012-01-01,218.0
2013-01-01,218.0
2014-01-01,230.0
2015-01-01,221.0
2016-01-01,190.0
2017-01-01,188.0
2018-01-01,217.0
2019-01-01,209.0
2020-01-01,181.0
2021-01-01,184.0
2022-01-01,198.0
