date,value
1992-01-01,296852.0
1997-01-01,414218.0
2002-01-01,551464.0
2003-01-01,3027070.0
2004-01-01,4951098.0
2005-01-01,4986593.0
2006-01-01,747076.0
2007-01-01,1424872.0
2008-01-01,1144000.0
2009-01-01,689720.0
2010-01-01,1484559.0
2011-01-01,1394058.0
2012-01-01,2262304.0
2013-01-01,4679154.0
2014-01-01,1298656.0
2015-01-01,1476257.0
2016-01-01,497684.0
2017-01-01,771493.0
2018-01-01,712876.0
2019-01-01,665301.0
2020-01-01,767033.0
2021-01-01,1028957.0
2022-01-01,3155325.0
