date,value
2011-01-01,36.7355
2012-01-01,36.7355
2013-01-01,36.7355
2014-01-01,46.21243
2015-01-01,46.21243
2016-01-01,46.21243
2017-01-01,50.86777
2018-01-01,50.86777
2019-01-01,50.86777
2020-01-01,50.86777
2021-01-01,64.17671
