date,value
2011-01-01,14.50675
2012-01-01,14.50675
2013-01-01,14.50675
2014-01-01,14.26309
2015-01-01,14.26309
2016-01-01,14.26309
2017-01-01,12.225489999999999
2018-01-01,12.225489999999999
2019-01-01,12.225489999999999
2020-01-01,12.225489999999999
2021-01-01,13.09737
